staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
84,0.5,3.5,87.09767700033262,,87.08168630022556,87.09767700033262,87.58127260021865,87.58127260021865,87.59822920011356,87.89686729991809,87.99834850011393,left,-3.5,1,1,0.40443750005215406,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
85,0.5,3.5,88.01358970021829,,87.99852630030364,88.01358970021829,88.49739299993962,88.49739299993962,88.51357330009341,88.79776490014046,88.94694040017202,right,3.5,1,1,0.4430591999553144,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
86,0.5,3.0,88.96299119992182,,88.94714169995859,88.96299119992182,89.44742069998756,89.44742069998756,89.46325240004808,89.76287640025839,89.91367419995368,left,-3.0,1,1,0.4507284997962415,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
87,0.5,3.0,89.92931709997356,,89.913845800329,89.92931709997356,90.41338249994442,90.41338249994442,90.43046620022506,90.73037400003523,90.7968378001824,left,-3.0,0,0,0.37990809977054596,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
88,0.5,3.5,90.8124740999192,,90.79704200010747,90.8124740999192,91.31175770005211,91.31175770005211,91.31175770005211,91.6121086999774,91.91267530014738,left,-3.5,0,0,0.5875016003847122,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
89,0.5,4.0,91.92813710030168,,91.9128606999293,91.92813710030168,92.4119560001418,92.4119560001418,92.43193319998682,92.71153829991817,92.97870930004865,left,-4.0,1,1,0.5611942000687122,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
90,0.5,4.0,92.99466500012204,,92.97888740012422,92.99466500012204,93.47837640019134,93.47837640019134,93.49415099993348,93.77759020030499,93.92826730012894,right,4.0,1,1,0.43682230031117797,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
91,0.5,4.0,93.9439326999709,,93.92843860015273,93.9439326999709,94.42744030011818,94.42744030011818,94.44448939990252,94.72785239992663,94.89468350028619,right,4.0,1,1,0.4605903001502156,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
92,0.5,3.5,94.9107260000892,,94.8948615998961,94.9107260000892,95.39453170029446,95.39453170029446,95.41035360004753,95.69458300014958,95.7943303999491,right,3.5,1,1,0.3930339002981782,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
93,0.5,3.5,95.81009990023449,,95.7945038001053,95.81009990023449,96.29473270010203,96.29473270010203,96.31128080002964,96.61089240014553,96.74412039993331,right,3.5,1,1,0.4405828998424113,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
94,0.5,3.5,96.75989530002698,,96.74429100006819,96.75989530002698,97.2601042999886,97.2601042999886,97.2601042999886,97.55932420026511,97.69336390029639,right,3.5,1,1,0.42795659974217415,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
95,0.5,3.0,97.70957549987361,,97.69354039989412,97.70957549987361,98.1927879001014,98.1927879001014,98.20943729998544,98.49288879986852,98.60953869996592,right,3.0,1,1,0.4115206999704242,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
96,0.5,3.0,98.6256182002835,,98.60970959998667,98.6256182002835,99.10977730015293,99.10977730015293,99.12636450026184,99.40953220007941,99.61069300025702,left,-3.0,1,1,0.4855814999900758,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
97,0.5,3.0,99.6263597002253,,99.6108949999325,99.6263597002253,100.12499679997563,100.12499679997563,100.1423598001711,100.42439560033381,100.55847349995747,left,-3.0,1,1,0.4171593002974987,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
98,0.5,2.5,100.57471329998225,,100.55867379996926,100.57471329998225,101.05772479996085,101.05772479996085,101.07469230005518,101.35764579987153,101.49178460007533,right,2.5,0,0,0.42798190005123615,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
99,0.5,3.0,101.50783340027556,,101.49202049989253,101.50783340027556,101.99169859988615,101.99169859988615,102.00838869996369,102.29034519987181,102.64106009993702,right,3.0,0,0,0.6446408000774682,820285,001,2024-11-04_06h07.16.257,cw_6sept,2024.2.1,59.46869479823103,2024-11-04 06h07.20.699345 +0530,
